genesymbol	pre.1	pre.2	X20min.1	X20min.2
CAGL0H09350g	753.25001	750.25001	539.75001	594.00001
CAGL0G08272g	1374.00001	1396.50001	1141.50001	1201.00001
CAGL0A04235g	340.12501	340.37501	398.75001	410.25001
CAGL0G05115g	535.75001	480.00001	231.75001	282.25001
CAGL0M01364g	600.12501	650.62501	796.25001	802.00001
CAGL0M11066g	236.12501	233.75001	125.50001	150.50001
CAGL0K07117g	366.25001	365.37501	419.00001	425.75001
CAGL0L00825g	561.25001	565.75001	461.00001	428.50001
CAGL0B03905g	271.50001	268.25001	327.87501	322.87501
CAGL0K00275g	484.25001	440.75001	638.00001	675.75001
CAGL0K03135g	10218.00001	9114.00001	4976.25001	5715.25001
CAGL0K11968g	754.75001	623.87501	1137.50001	1112.37501
CAGL0J02398g	348.25001	401.00001	192.75001	197.62501
CAGL0G04499g	460.75001	547.00001	200.75001	221.87501
CAGL0J05544g	646.62501	692.12501	825.75001	841.00001
CAGL0G05676g	208.00001	193.75001	393.50001	346.00001
CAGL0C04895g	156.50001	192.75001	326.00001	307.25001
CAGL0G03465g	455.00001	440.75001	299.25001	250.25001
CAGL0E00737g	845.75001	945.50001	570.62501	565.87501
CAGL0F07271g	258.50001	254.00001	172.25001	188.75001
CAGL0H03905g	4114.75001	4032.75001	3641.75001	3513.00001
CAGL0C01309g	322.87501	299.50001	203.00001	216.50001
CAGL0A04697g	264.75001	302.25001	451.50001	493.37501
CAGL0J05302g	257.50001	217.12501	715.62501	594.00001
CAGL0I09922g	404.50001	408.25001	467.00001	479.62501
CAGL0H00935g	720.00001	871.25001	282.25001	310.25001
CAGL0L10824g	449.00001	398.25001	595.25001	611.75001
CAGL0I06292g	133.75001	121.75001	243.50001	218.50001
CAGL0C05533g	84.00001	83.62501	203.87501	175.25001
CAGL0A01133g	274.50001	269.00001	387.50001	425.75001
CAGL0F07513g	15.75001	22.50001	134.50001	108.00001
CAGL0E05324g	251.50001	246.75001	304.37501	302.25001
CAGL0E04444g	573.87501	533.50001	403.00001	376.50001
CAGL0E04158g	119.00001	104.75001	43.25001	37.25001
CAGL0K05709g	817.75001	782.50001	652.25001	671.00001
CAGL0C04983g	1623.62501	1598.25001	1324.75001	1396.50001
CAGL0M05621g	455.00001	478.87501	346.00001	365.25001
CAGL0E06138g	7492.25001	7860.75001	14103.25001	12408.25001
CAGL0M09614g	246.00001	265.25001	340.50001	354.25001
CAGL0G09273g	194.87501	217.12501	115.75001	119.00001
CAGL0F04697g	484.25001	589.00001	876.87501	876.25001
CAGL0J00605g	1652.12501	1406.25001	2611.75001	2426.00001
CAGL0H08195g	1915.75001	1457.25001	8009.25001	6354.25001
CAGL0C02607g	224.75001	206.25001	293.25001	294.37501
CAGL0C01485g	455.00001	463.12501	522.50001	516.50001
CAGL0L03355g	103.00001	112.37501	206.25001	185.75001
CAGL0F07073g	24542.25001	22999.00001	13989.75001	16222.75001
CAGL0F07733g	261.25001	261.25001	210.25001	210.25001
CAGL0K07436g	1252.50001	1224.00001	939.00001	1014.25001
CAGL0B04147g	493.25001	535.75001	355.00001	369.75001
CAGL0L02959g	220.00001	200.75001	328.50001	306.12501
CAGL0D01034g	5076.75001	4536.00001	6699.50001	7062.00001
CAGL0L01287g	812.25001	893.75001	1123.12501	1114.00001
CAGL0D05610g	390.50001	409.00001	317.25001	322.87501
CAGL0E05610g	1598.25001	1747.75001	11362.75001	8729.50001
CAGL0I05214g	356.75001	348.00001	533.25001	487.00001
CAGL0E02145g	139.25001	132.00001	268.25001	236.00001
CAGL0C01881g	331.00001	367.75001	525.75001	494.62501
CAGL0H08261g	17.75001	22.50001	73.00001	72.87501
CAGL0L05720g	72.25001	114.00001	252.87501	236.00001
CAGL0B00418g	789.50001	848.00001	1022.00001	1056.25001
CAGL0C04235g	270.25001	303.62501	167.50001	171.25001
CAGL0K11594g	89.50001	88.00001	326.00001	262.87501
CAGL0H05643g	6039.25001	5845.50001	3137.25001	3882.75001
CAGL0D01562g	506.25001	456.25001	264.00001	299.25001
CAGL0D05214g	5776.00001	5741.50001	3655.50001	4230.00001
CAGL0A04103g	305.75001	316.00001	675.50001	577.25001
CAGL0K03267g	825.75001	862.25001	1082.87501	1161.87501
CAGL0H01727g	2371.25001	2408.75001	3015.50001	3247.75001
CAGL0J06886g	216.37501	220.00001	269.50001	270.00001
CAGL0K03465g	3232.75001	3513.00001	2436.75001	2275.37501
CAGL0H06963g	216.37501	199.00001	129.12501	134.50001
CAGL0A03674g	188.00001	247.75001	22.62501	25.25001
CAGL0D03454g	769.00001	899.37501	416.50001	362.75001
CAGL0L04708g	661.50001	616.50001	1022.00001	926.25001
CAGL0L08712g	136.00001	142.25001	291.62501	252.75001
CAGL0G08932g	243.12501	243.25001	517.00001	443.00001
CAGL0L09185g	246.00001	234.75001	310.00001	302.25001
CAGL0L10494g	490.25001	541.25001	685.75001	708.25001
CAGL0I07491g	535.75001	631.25001	971.50001	1073.75001
CAGL0A01001g	271.50001	282.50001	216.50001	216.50001
CAGL0F02915g	305.75001	314.50001	254.00001	250.25001
CAGL0I04224g	322.87501	299.50001	409.00001	399.50001
CAGL0J08030g	444.12501	452.25001	328.50001	357.25001
CAGL0H03223g	329.75001	363.87501	473.37501	463.00001
CAGL0F01045g	7344.00001	7200.25001	3882.75001	4815.25001
CAGL0G00440g	1332.50001	1393.00001	870.37501	994.50001
CAGL0M08866g	134.87501	132.75001	202.00001	190.00001
CAGL0A02992g	191.25001	182.00001	243.00001	246.00001
CAGL0E05742g	1173.25001	1115.50001	751.75001	846.12501
CAGL0G01804g	1164.25001	1146.25001	1969.75001	1743.87501
CAGL0G09713g	7603.75001	7424.00001	6272.25001	6575.75001
CAGL0H02211g	218.50001	201.75001	107.00001	126.50001
CAGL0H09042g	157.62501	173.75001	234.75001	239.25001
CAGL0I02222g	402.50001	386.12501	218.50001	262.87501
CAGL0M00264g	254.62501	264.50001	122.25001	156.50001
CAGL0C04543g	114.12501	96.75001	400.75001	321.12501
CAGL0C02101g	280.50001	276.25001	375.50001	353.00001
CAGL0M08206g	874.50001	951.75001	1214.62501	1169.75001
CAGL0I06402g	492.00001	476.37501	849.62501	749.50001
CAGL0J09900g	1662.37501	1746.00001	4443.75001	3681.00001
CAGL0K07293g	2085.75001	2204.50001	2513.25001	2513.25001
CAGL0H02255g	605.00001	473.37501	941.00001	963.50001
CAGL0M09669g	141.50001	110.50001	256.50001	238.00001
CAGL0G06974g	254.62501	287.75001	159.75001	153.00001
CAGL0K09812g	303.50001	334.37501	529.00001	479.62501
CAGL0H06413g	1246.00001	1374.62501	1973.87501	1831.00001
CAGL0B01078g	44.62501	49.00001	121.00001	106.75001
CAGL0L03564g	531.00001	564.75001	780.12501	724.75001
CAGL0L12232g	529.50001	538.00001	458.12501	471.50001
CAGL0F08525g	978.75001	1179.75001	355.75001	447.50001
CAGL0F06237g	720.00001	757.00001	441.87501	516.50001
CAGL0J02640g	550.25001	560.12501	392.75001	435.00001
CAGL0F08987g	449.00001	464.12501	635.37501	589.37501
CAGL0C01397g	12.25001	17.75001	78.00001	69.00001
CAGL0L12056g	3922.75001	4071.50001	6404.50001	5741.50001
CAGL0M01496g	1214.00001	1106.00001	548.00001	688.00001
CAGL0J08096g	309.75001	273.25001	589.75001	514.25001
CAGL0J09196g	178.50001	197.25001	261.87501	265.25001
CAGL0G05269g	5.50001	5.00001	56.00001	53.25001
CAGL0K12474g	284.00001	318.25001	420.37501	414.50001
CAGL0G00286g	3769.50001	4360.25001	5845.50001	6012.50001
CAGL0F01683g	6795.00001	6937.75001	3295.25001	4297.50001
CAGL0M07898g	470.25001	434.00001	323.25001	333.25001
CAGL0K01727g	458.25001	323.50001	1045.50001	907.50001
CAGL0E05456g	80.75001	64.75001	3.75001	4.75001
CAGL0E03311g	338.87501	353.25001	423.75001	443.00001
CAGL0M06919g	166.75001	160.50001	86.00001	61.75001
CAGL0J11220g	14829.00001	14829.00001	10383.50001	11646.00001
CAGL0D00858g	6124.50001	5979.75001	3823.25001	4443.75001
CAGL0J02354g	24967.50001	24542.25001	16222.75001	18622.25001
CAGL0I07755g	568.12501	615.00001	394.75001	428.50001
CAGL0C03223g	722.75001	768.50001	396.62501	485.75001
CAGL0A04345g	582.37501	544.25001	995.625010000001	878.12501
CAGL0D00902g	111.87501	99.00001	185.75001	172.25001
CAGL0K01595g	1138.25001	1156.75001	1772.75001	2022.00001
CAGL0I07579g	1741.75001	1588.25001	1020.50001	1140.25001
CAGL0H04873g	51.50001	59.00001	113.87501	126.50001
CAGL0K00627g	410.50001	422.62501	316.50001	283.00001
CAGL0H06721g	227.37501	205.00001	297.25001	302.25001
CAGL0M11990g	926.50001	921.375009999999	727.87501	781.87501
CAGL0H05093g	990.75001	1091.00001	372.50001	539.75001
CAGL0M00990g	527.50001	443.50001	220.62501	233.50001
CAGL0M11836g	170.25001	192.75001	86.00001	97.75001
CAGL0E04774g	350.25001	362.00001	531.00001	484.25001
CAGL0M12925g	199.87501	217.12501	354.25001	407.00001
CAGL0K05973g	3904.25001	3627.25001	18622.25001	14360.75001
CAGL0H02497g	367.75001	413.25001	185.00001	224.50001
CAGL0I04180g	230.50001	262.75001	135.75001	117.75001
CAGL0M00594g	338.87501	356.37501	434.50001	457.50001
CAGL0C00407g	218.50001	173.25001	336.87501	347.50001
CAGL0H03927g	214.00001	239.25001	342.25001	322.87501
CAGL0I04598g	332.75001	312.00001	401.50001	399.50001
CAGL0A04147g	99.25001	110.50001	164.50001	162.25001
CAGL0J09482g	92.75001	82.25001	27.00001	31.50001
CAGL0M07381g	512.00001	527.50001	719.50001	796.87501
CAGL0G04059g	445.75001	477.75001	582.25001	610.25001
CAGL0A03146g	134.87501	116.50001	217.75001	243.50001
CAGL0D05544g	896.50001	916.50001	622.00001	700.75001
CAGL0C04609g	186.37501	197.25001	556.00001	452.25001
CAGL0K04807g	391.75001	392.75001	496.87501	535.62501
CAGL0D00528g	11051.00001	12251.75001	16698.00001	15726.75001
CAGL0G05962g	201.87501	233.25001	369.75001	339.50001
CAGL0K07854g	139.25001	166.87501	55.12501	60.25001
CAGL0B04983g	236.12501	220.00001	300.50001	294.37501
CAGL0I09196g	208.00001	182.00001	97.12501	105.75001
CAGL0M10505g	201.87501	188.00001	257.50001	257.25001
CAGL0C05115g	437.12501	547.00001	168.50001	158.00001
CAGL0F02827g	283.00001	303.62501	460.00001	418.00001
CAGL0J07062g	2204.50001	2379.25001	1409.50001	1609.00001
CAGL0D04312g	873.25001	831.75001	700.25001	663.00001
CAGL0M13717g	465.25001	486.50001	723.25001	655.75001
CAGL0M00330g	2423.00001	2511.00001	2204.50001	2175.00001
CAGL0H00462g	22999.00001	23226.75001	14829.00001	17225.25001
CAGL0A01848g	802.12501	869.50001	1041.25001	1038.25001
CAGL0L06358g	105.75001	102.62501	158.00001	170.25001
CAGL0F08547g	10383.50001	10383.50001	9643.00001	9340.00001
CAGL0G07175g	57.50001	57.50001	150.50001	127.75001
CAGL0J10670g	571.25001	557.75001	451.50001	478.25001
CAGL0C01595g	1039.25001	918.62501	1716.50001	1533.00001
CAGL0F02519g	216.37501	231.00001	288.87501	299.25001
CAGL0J04532g	560.25001	549.87501	243.50001	332.62501
CAGL0H05687g	263.00001	279.00001	202.00001	190.00001
CAGL0K07161g	299.25001	317.25001	211.25001	181.62501
CAGL0H00242g	1956.50001	1969.75001	2175.00001	2116.25001
CAGL0J08591g	603.25001	657.50001	868.87501	944.37501
CAGL0F01793g	1448.25001	1203.25001	611.75001	600.50001
CAGL0J09218g	780.12501	845.00001	610.25001	619.75001
CAGL0G09515g	193.87501	159.75001	355.00001	316.00001
CAGL0M00396g	347.25001	330.50001	219.62501	247.25001
CAGL0F02277g	642.75001	679.25001	462.37501	507.50001
CAGL0F00297g	973.12501	1009.37501	648.50001	741.75001
CAGL0L12386g	207.00001	228.50001	137.25001	140.50001
CAGL0D05434g	988.25001	1123.75001	1664.25001	1864.75001
CAGL0M13959g	351.37501	397.00001	233.75001	218.50001
CAGL0I01584g	706.50001	672.25001	455.25001	514.25001
CAGL0L13178g	465.25001	434.00001	319.25001	282.25001
CAGL0M02739g	875.12501	852.75001	767.25001	741.75001
CAGL0B02255g	379.00001	358.50001	517.75001	481.25001
CAGL0K09988g	305.75001	343.12501	536.75001	487.00001
CAGL0H03795g	354.25001	323.50001	685.75001	589.37501
CAGL0I03828g	1636.25001	1628.75001	1097.50001	1253.25001
CAGL0J05764g	519.12501	478.87501	323.25001	356.50001
CAGL0F00869g	56.00001	62.50001	132.00001	155.25001
CAGL0H01265g	690.62501	647.62501	848.50001	902.50001
CAGL0H10604g	1610.25001	1448.75001	1036.75001	1064.00001
CAGL0F05115g	2522.00001	2142.00001	1222.75001	1228.12501
CAGL0K05225g	619.75001	633.00001	746.25001	790.50001
CAGL0F07425g	249.00001	248.37501	197.25001	185.75001
CAGL0I00770g	377.62501	319.37501	532.25001	565.87501
CAGL0J08888g	255.25001	256.50001	180.12501	154.00001
CAGL0D02376g	277.00001	282.50001	230.25001	231.25001
CAGL0B04741g	221.75001	227.50001	284.75001	275.75001
CAGL0D00572g	183.50001	194.62501	262.75001	284.62501
CAGL0L07788g	665.50001	713.00001	928.75001	1012.25001
CAGL0L12452g	1354.25001	1283.75001	983.75001	868.50001
CAGL0K09394g	66.50001	60.37501	137.25001	121.87501
CAGL0H00330g	394.62501	338.75001	613.37501	694.75001
CAGL0L03960g	467.12501	511.25001	622.00001	629.50001
CAGL0D05632g	154.00001	166.00001	250.00001	280.87501
CAGL0J04202g	210.00001	57.50001	4193.50001	2995.75001
CAGL0C02013g	407.00001	341.50001	625.75001	582.25001
CAGL0G05786g	750.50001	734.87501	806.50001	806.75001
CAGL0F07689g	335.00001	330.50001	382.50001	379.50001
CAGL0J09416g	133.75001	119.75001	326.00001	270.00001
CAGL0J05016g	559.75001	562.50001	498.87501	479.62501
CAGL0K09108g	211.00001	209.25001	155.25001	140.50001
CAGL0F06501g	477.25001	593.25001	189.00001	206.25001
CAGL0G01474g	172.50001	186.75001	277.50001	311.75001
CAGL0J11088g	113.00001	110.50001	43.25001	57.50001
CAGL0J08547g	79.25001	69.25001	163.37501	143.00001
CAGL0J00165g	16222.75001	15331.75001	13274.25001	13190.50001
CAGL0G09361g	616.62501	563.50001	945.00001	851.75001
CAGL0H07843g	198.00001	182.00001	255.25001	265.25001
CAGL0A01694g	121.75001	145.75001	217.75001	214.50001
CAGL0I01430g	1247.25001	1424.25001	790.75001	837.50001
CAGL0H02871g	257.50001	237.12501	164.00001	173.75001
CAGL0E04708g	66.50001	71.37501	119.00001	128.87501
CAGL0F01265g	409.00001	394.75001	710.75001	841.00001
CAGL0A02387g	511.25001	409.87501	747.75001	755.50001
CAGL0J03696g	186.37501	183.50001	125.50001	135.75001
CAGL0M06611g	183.50001	214.50001	297.25001	297.87501
CAGL0M11726g	14469.12501	14042.50001	21497.50001	19354.00001
CAGL0A03949g	373.62501	414.25001	560.25001	529.37501
CAGL0E03762g	160.62501	137.25001	233.25001	227.50001
CAGL0I09724g	83.25001	78.00001	28.75001	17.00001
CAGL0H09856g	1216.75001	1226.75001	991.75001	1059.00001
CAGL0F07029g	994.50001	1133.00001	1749.12501	2002.00001
CAGL0G04367g	1206.25001	1120.25001	887.50001	918.50001
CAGL0I04268g	552.75001	522.50001	693.00001	657.75001
CAGL0J00781g	1154.00001	1128.00001	817.00001	911.00001
CAGL0K00407g	959.62501	990.37501	1107.00001	1082.12501
CAGL0L07502g	3782.50001	3871.75001	8662.50001	7200.25001
CAGL0M02255g	263.00001	250.00001	319.25001	333.25001
CAGL0G03707g	1321.00001	1254.00001	1092.00001	1096.50001
CAGL0F00429g	428.12501	478.87501	278.50001	302.25001
CAGL0C02541g	499.50001	492.37501	444.75001	435.00001
CAGL0J04268g	637.00001	613.00001	774.25001	830.75001
CAGL0L02673g	606.25001	622.12501	449.00001	494.62501
CAGL0B00924g	94.50001	80.50001	147.00001	146.87501
CAGL0I00374g	175.12501	163.50001	236.50001	255.50001
CAGL0G03069g	205.25001	205.37501	97.12501	126.50001
CAGL0A04499g	152.12501	192.75001	38.62501	51.87501
CAGL0M10615g	1849.75001	1934.75001	1551.00001	1619.25001
CAGL0A00187g	310.87501	307.25001	432.00001	397.75001
CAGL0C02145g	402.50001	366.50001	511.50001	544.75001
CAGL0E06424g	1072.25001	1016.37501	1872.00001	2228.50001
CAGL0K08140g	353.25001	372.50001	453.25001	481.25001
CAGL0H02563g	108.87501	104.00001	334.25001	266.50001
CAGL0A03355r	93.75001	76.50001	20.37501	19.00001
CAGL0L12584g	328.50001	360.00001	247.75001	242.25001
CAGL0L01969g	426.50001	400.00001	314.75001	327.00001
CAGL0L01947g	234.75001	197.25001	494.37501	418.00001
CAGL0I07645g	594.00001	658.87501	389.00001	429.75001
CAGL0M00176g	111.87501	136.50001	414.25001	329.75001
CAGL0F04213g	5979.75001	6182.25001	7530.75001	7128.00001
CAGL0G03663g	1495.50001	1482.00001	1191.25001	1280.25001
CAGL0K06061g	5715.25001	5191.50001	3077.75001	3627.25001
CAGL0M00814g	21497.50001	21497.50001	14577.50001	16698.00001
CAGL0J02002g	159.00001	142.25001	310.75001	266.50001
CAGL0I08481g	377.62501	326.00001	498.87501	505.25001
CAGL0K08030g	332.75001	365.37501	541.62501	616.75001
CAGL0F04323g	585.25001	643.12501	451.50001	439.00001
CAGL0B03267g	344.62501	349.25001	539.75001	482.50001
CAGL0C00429g	272.50001	291.50001	358.00001	376.50001
CAGL0G07161t	63.25001	62.50001	170.00001	140.50001
CAGL0I08635g	415.50001	413.25001	357.25001	339.50001
CAGL0I05720g	2035.00001	1756.25001	2701.00001	2650.50001
CAGL0M14003g	769.00001	772.00001	1491.50001	1270.00001
CAGL0F03003g	214.00001	197.25001	112.25001	132.00001
CAGL0G02013g	305.75001	344.50001	181.50001	138.25001
CAGL0H10274g	190.00001	227.50001	435.87501	376.50001
CAGL0M10307g	372.50001	413.25001	205.00001	247.25001
CAGL0I09009g	150.00001	142.25001	496.50001	389.62501
CAGL0D02090g	11547.50001	10848.75001	5011.00001	6811.75001
CAGL0L10142g	336.50001	374.50001	212.50001	168.50001
CAGL0K02123g	11836.75001	11547.50001	10218.00001	9643.00001
CAGL0J06088g	140.50001	165.12501	69.75001	73.75001
CAGL0M10703g	410.50001	402.50001	564.50001	632.37501
CAGL0B03069g	2529.00001	2441.50001	11145.00001	8468.75001
CAGL0K10648g	336.50001	373.50001	515.50001	571.50001
CAGL0J10164g	14469.12501	14577.50001	10135.50001	11491.75001
CAGL0J00759g	1114.00001	1085.25001	810.50001	895.00001
CAGL0L08800g	1030.87501	1076.75001	1360.50001	1487.87501
CAGL0D03982g	395.50001	401.00001	1244.00001	981.50001
CAGL0H07733g	233.75001	252.62501	175.00001	176.75001
CAGL0I00814g	7244.00001	6888.25001	4304.50001	5100.37501
CAGL0L04488g	304.50001	293.00001	245.00001	236.75001
CAGL0H10362g	173.87501	203.00001	363.75001	318.25001
CAGL0M11660g	127.75001	77.37501	2954.50001	4246.00001
CAGL0M05445g	138.37501	147.00001	201.50001	218.50001
CAGL0B02519g	949.75001	1021.75001	779.50001	740.25001
CAGL0M03157g	407.00001	460.37501	697.25001	632.37501
CAGL0E05082g	193.87501	174.62501	274.00001	257.25001
CAGL0H06897g	229.25001	216.00001	89.50001	126.50001
CAGL0H02321g	300.50001	289.50001	519.25001	451.50001
CAGL0K06567g	6711.50001	6551.50001	3392.50001	4393.50001
CAGL0L02981g	156.50001	141.50001	72.25001	86.00001
CAGL0F00671g	1187.75001	1162.50001	1267.00001	1291.37501
CAGL0D06006g	171.25001	167.75001	350.62501	296.00001
CAGL0C03509g	425.75001	497.75001	687.50001	747.12501
CAGL0K08162g	229.25001	263.25001	356.50001	346.00001
CAGL0K12826g	15726.75001	15868.75001	14042.50001	14577.50001
CAGL0G05852g	364.00001	404.87501	256.50001	268.25001
CAGL0G05764g	312.00001	251.50001	102.50001	116.50001
CAGL0E02321g	1135.87501	1292.25001	662.75001	763.25001
CAGL0M06303g	4711.25001	4193.50001	2152.75001	2701.00001
CAGL0C03179g	632.75001	620.12501	715.62501	749.50001
CAGL0H04213g	923.25001	945.50001	624.87501	719.00001
CAGL0D02046g	356.75001	280.50001	568.25001	531.00001
CAGL0C01727g	471.50001	486.50001	572.25001	607.50001
CAGL0L02805g	1035.25001	1093.25001	804.00001	865.50001
CAGL0K00825g	556.25001	543.25001	376.75001	300.25001
CAGL0J04466g	343.00001	292.25001	492.25001	464.00001
CAGL0L13244g	501.75001	494.50001	447.87501	452.25001
CAGL0I06512g	548.00001	506.25001	669.25001	648.00001
CAGL0H03333g	284.00001	271.50001	330.62501	335.00001
CAGL0C02277g	362.12501	407.37501	238.00001	257.25001
CAGL0E06490g	1161.00001	1088.25001	2038.00001	1756.25001
CAGL0H04521g	9276.25001	9276.25001	5875.00001	6954.50001
CAGL0I02882g	212.50001	234.75001	151.50001	150.50001
CAGL0E00451g	1578.00001	1615.12501	1234.25001	1343.25001
CAGL0M01342g	360.37501	387.75001	600.50001	534.62501
CAGL0H04323g	565.50001	647.62501	927.00001	858.50001
CAGL0M08492g	5063.00001	5715.25001	8904.75001	7957.50001
CAGL0J05874g	119.00001	123.75001	193.75001	221.87501
CAGL0L05962g	887.87501	860.25001	1056.12501	1133.25001
CAGL0E01309g	251.50001	238.50001	327.00001	308.62501
CAGL0M07612g	321.75001	341.50001	655.00001	554.50001
CAGL0E02431g	335.00001	311.25001	246.75001	233.50001
CAGL0I01386g	409.00001	452.25001	911.00001	763.25001
CAGL0L01441g	182.00001	186.12501	138.25001	141.50001
CAGL0A00341g	35.25001	39.25001	94.50001	83.62501
CAGL0E06182g	66.50001	73.00001	158.00001	134.50001
CAGL0J06820g	194.87501	170.25001	446.37501	366.25001
CAGL0H06611g	294.75001	288.62501	389.00001	362.00001
CAGL0H03597g	624.75001	620.12501	702.75001	735.75001
CAGL0C03597g	705.00001	777.25001	1279.00001	1120.25001
CAGL0K05841g	319.50001	333.25001	416.50001	394.75001
CAGL0H03663g	89.50001	86.00001	173.75001	150.50001
CAGL0C04763g	343.75001	284.00001	474.75001	476.75001
CAGL0G07084g	243.12501	261.25001	154.00001	176.75001
CAGL0E01265g	738.25001	760.87501	426.75001	527.25001
CAGL0C03311g	60.50001	74.00001	167.50001	141.50001
CAGL0J06182g	392.75001	371.37501	514.62501	479.62501
CAGL0C05379g	7957.50001	7530.75001	4636.00001	5556.00001
CAGL0B04059g	164.25001	148.62501	303.00001	260.50001
CAGL0K03971g	282.25001	290.50001	333.00001	339.50001
CAGL0E06050g	581.25001	606.25001	353.25001	425.75001
CAGL0H05379g	501.75001	465.37501	648.50001	609.37501
CAGL0M03025g	30.50001	16.50001	83.75001	78.00001
CAGL0D03410g	134.87501	115.75001	51.25001	60.62501
CAGL0C02761g	949.75001	963.50001	902.50001	896.37501
CAGL0E06006g	225.87501	261.25001	471.50001	407.00001
CAGL0B02882g	6.75001	5.00001	63.75001	51.87501
CAGL0E01155g	479.00001	562.50001	303.00001	277.25001
CAGL0K04521g	132.00001	151.75001	266.50001	233.50001
CAGL0M07920g	41610.00001	39418.75001	34828.75001	34828.75001
CAGL0I09130g	153.00001	153.00001	218.50001	203.00001
CAGL0B03465g	73.00001	80.50001	260.00001	203.00001
CAGL0G01672g	985.25001	1111.75001	2002.00001	1716.50001
CAGL0I08965g	840.87501	856.50001	1625.75001	1375.25001
CAGL0I05764g	488.25001	458.25001	336.87501	368.62501
CAGL0A04059g	949.75001	1018.25001	598.75001	432.00001
CAGL0J01353g	358.25001	299.50001	682.50001	582.25001
CAGL0H03883g	785.37501	679.75001	1120.62501	1039.25001
CAGL0D03542g	268.87501	225.75001	367.50001	365.25001
CAGL0I01848g	468.62501	498.25001	700.25001	637.00001
CAGL0A01284g	30.50001	32.37501	72.25001	75.25001
CAGL0M13585g	199.87501	190.00001	333.00001	291.62501
CAGL0H06281g	666.75001	556.87501	893.75001	908.50001
CAGL0M11506g	597.37501	607.50001	486.50001	435.00001
CAGL0J03146g	2167.50001	2078.50001	1889.50001	1889.50001
CAGL0K02827g	290.50001	260.00001	426.00001	388.25001
CAGL0G08382g	361.00001	332.75001	235.75001	257.25001
CAGL0J00869g	165.75001	230.25001	29.87501	20.75001
CAGL0G02211g	847.75001	868.00001	672.25001	727.87501
CAGL0F08151g	507.87501	482.50001	332.25001	377.75001
CAGL0I02442g	901.25001	896.25001	1443.87501	1267.00001
CAGL0K06083g	120.00001	126.50001	169.50001	179.50001
CAGL0A03278g	18622.25001	18622.25001	13741.25001	15331.75001
CAGL0G02673g	1857.87501	1846.00001	2510.25001	2296.50001
CAGL0I00836g	245.25001	190.00001	370.62501	362.75001
CAGL0J04026g	167.75001	127.75001	341.25001	291.62501
CAGL0L03586g	1020.00001	862.25001	478.25001	536.75001
CAGL0L03454g	192.50001	194.62501	149.62501	153.00001
CAGL0D03564g	389.37501	413.25001	768.37501	651.50001
CAGL0E02695g	183.50001	206.25001	267.37501	280.87501
CAGL0J03212g	1987.50001	2235.25001	1486.50001	1419.87501
CAGL0G08602g	366.25001	353.25001	225.62501	265.25001
CAGL0I07711g	80.75001	75.00001	31.50001	35.25001
CAGL0J02244g	2098.50001	2098.50001	2355.75001	2479.50001
CAGL0H01089g	652.50001	686.25001	1351.87501	1131.25001
CAGL0K10186g	76.50001	79.50001	128.75001	120.50001
CAGL0K08822g	422.00001	435.25001	373.50001	376.50001
CAGL0C03674g	114.12501	96.75001	197.25001	176.00001
CAGL0L01837g	326.00001	326.75001	421.37501	464.00001
CAGL0F06787g	179.37501	153.00001	245.00001	244.87501
CAGL0J07392g	510.37501	466.12501	326.00001	358.50001
CAGL0I06534g	518.25001	457.50001	650.50001	646.50001
CAGL0H06743g	458.25001	474.75001	930.50001	779.75001
CAGL0L08096g	143.75001	138.25001	76.50001	91.25001
CAGL0I08591g	42.50001	36.50001	112.25001	94.00001
CAGL0F05797g	178.50001	184.25001	224.75001	224.50001
CAGL0A00517g	390.50001	392.75001	800.00001	666.37501
CAGL0K08404g	429.25001	383.25001	529.00001	547.00001
CAGL0E01045g	218.50001	205.37501	154.00001	160.25001
CAGL0L12144g	389.37501	395.75001	445.75001	463.00001
CAGL0K02035g	312.00001	322.75001	430.75001	397.75001
CAGL0H07007g	870.00001	904.37501	1897.75001	1566.50001
CAGL0A00979g	4576.25001	4304.50001	1911.25001	2708.75001
CAGL0K03509g	1059.25001	1083.25001	1702.25001	1495.50001
CAGL0D04818g	875.12501	896.25001	677.00001	578.37501
CAGL0K11748g	11362.75001	11321.00001	7603.75001	8838.25001
CAGL0K10120g	188.00001	151.75001	273.25001	268.25001
CAGL0K07095g	1575.25001	1523.00001	1980.62501	2185.00001
CAGL0C05269g	172.50001	228.50001	346.00001	349.25001
CAGL0F01331g	215.25001	209.25001	267.37501	257.25001
CAGL0D04708g	2419.00001	3276.00001	634.25001	719.00001
CAGL0C02519g	110.25001	147.00001	27.75001	27.50001
CAGL0M11550g	336.50001	312.00001	213.75001	239.25001
CAGL0M06017g	513.25001	509.00001	457.25001	438.25001
CAGL0G04741g	471.50001	552.87501	307.50001	286.62501
CAGL0J08613g	96.50001	108.25001	280.87501	224.50001
CAGL0M01694g	407.75001	476.37501	737.75001	663.00001
CAGL0D00792g	332.75001	328.50001	502.50001	447.50001
CAGL0A02233g	203.00001	154.00001	49.75001	48.00001
CAGL0M10571g	456.75001	544.75001	726.25001	724.75001
CAGL0M08360g	313.75001	387.75001	538.00001	561.25001
CAGL0B00946g	634.25001	694.00001	1409.00001	1168.12501
CAGL0L12342g	260.00001	221.75001	505.00001	425.75001
CAGL0J03960g	349.25001	404.87501	520.75001	524.50001
