genesymbol	pre.1	pre.2	X20min.1	X20min.2
CAGL0I10747g	629.50001	613.75001	542.25001	568.00001
CAGL0G03047g	82.25001	73.00001	137.25001	119.00001
CAGL0I05280g	211.00001	217.12501	281.62501	324.12501
CAGL0I01782g	206.25001	192.75001	266.50001	246.00001
CAGL0G04103g	297.25001	278.50001	339.00001	358.50001
CAGL0E02629g	484.25001	565.75001	685.75001	685.62501
CAGL0K09680g	85.62501	88.00001	56.00001	55.00001
CAGL0L02211g	100.50001	99.50001	130.00001	135.75001
CAGL0M08448g	727.87501	899.37501	437.75001	492.00001
CAGL0H09306g	277.00001	273.25001	456.37501	383.25001
CAGL0H03091g	216.37501	251.50001	307.50001	327.00001
CAGL0L04818g	166.75001	191.25001	239.75001	233.50001
CAGL0L04158g	254.62501	268.25001	314.75001	302.25001
CAGL0E06204g	413.00001	442.50001	788.00001	642.50001
CAGL0A01045g	1290.50001	1372.25001	1176.50001	1158.00001
CAGL0I01122g	1354.25001	1245.25001	4711.25001	3305.75001
CAGL0M14025g	1037.50001	866.75001	3232.75001	2303.25001
CAGL0E01815g	6.75001	7.50001	37.25001	44.50001
CAGL0M04609g	415.50001	390.75001	347.25001	332.62501
CAGL0A02816g	223.62501	205.00001	261.25001	261.62501
CAGL0B03608g	101.75001	114.00001	178.50001	155.25001
CAGL0H01529g	1285.50001	1409.25001	1919.75001	1710.25001
CAGL0J07172g	155.25001	154.00001	185.00001	185.75001
CAGL0F00473g	69.50001	72.25001	40.25001	39.25001
CAGL0D06424g	3198.75001	3295.25001	3910.25001	3649.50001
CAGL0I06787g	309.75001	311.25001	755.25001	571.50001
CAGL0F08283g	383.12501	404.87501	455.25001	484.25001
CAGL0D02178g	434.50001	381.50001	305.87501	289.50001
CAGL0I09768g	173.87501	160.50001	113.00001	126.50001
CAGL0F06655g	87.12501	89.25001	126.50001	145.75001
CAGL0K03157g	150.00001	117.62501	66.75001	61.75001
CAGL0G03751g	247.75001	233.25001	288.25001	310.25001
CAGL0H10318g	224.75001	221.75001	188.00001	172.25001
CAGL0L04620g	247.75001	256.50001	318.50001	296.00001
CAGL0M12903g	967.25001	1006.62501	1161.00001	1274.75001
CAGL0I06314g	268.87501	265.25001	297.25001	300.25001
CAGL0M03729g	622.25001	650.62501	813.25001	933.62501
CAGL0E05786g	128.75001	153.00001	87.00001	83.62501
CAGL0M13035g	2954.50001	3089.50001	2690.25001	2764.75001
CAGL0G05511g	233.75001	218.75001	476.00001	373.75001
CAGL0J04510g	707.25001	733.37501	525.00001	601.75001
CAGL0B00286g	668.25001	777.25001	358.50001	476.00001
CAGL0F08789g	389.37501	420.37501	474.75001	501.50001
CAGL0G09845g	185.00001	223.25001	118.00001	81.75001
CAGL0L10384g	143.75001	141.50001	178.50001	172.25001
CAGL0F08305g	222.62501	212.62501	180.12501	183.00001
CAGL0J05522g	264.75001	260.00001	231.75001	229.25001
CAGL0D01606g	450.37501	467.37501	362.00001	297.87501
CAGL0L03542g	432.00001	403.50001	478.25001	481.25001
CAGL0G07227g	13274.25001	12823.25001	9712.25001	11051.00001
CAGL0I02244g	243.12501	285.75001	178.50001	178.50001
CAGL0H00396g	413.00001	413.25001	250.50001	317.12501
CAGL0M12496g	399.37501	501.87501	257.50001	205.00001
CAGL0H01221g	300.50001	263.25001	372.50001	416.25001
CAGL0D04114g	2270.75001	2263.62501	1429.50001	1780.37501
CAGL0L12254g	415.50001	392.75001	455.25001	458.50001
CAGL0F06347g	714.87501	715.25001	870.37501	981.00001
CAGL0H02475g	238.12501	217.12501	278.50001	296.00001
CAGL0H08481g	318.25001	339.50001	380.75001	399.50001
CAGL0K09548g	774.50001	826.25001	529.00001	632.37501
CAGL0D01760g	471.50001	560.12501	811.50001	715.50001
CAGL0J10956g	356.75001	387.75001	294.75001	308.62501
CAGL0F08635g	238.12501	263.25001	194.75001	194.75001
CAGL0K03179g	295.75001	294.25001	211.25001	243.50001
CAGL0J06732g	503.75001	554.50001	320.12501	394.75001
CAGL0K09328g	2690.25001	2342.00001	1504.50001	1804.62501
CAGL0J10384g	10049.50001	10470.00001	5668.75001	7567.25001
CAGL0K12782g	129.87501	164.50001	455.25001	329.75001
CAGL0F09053g	422.75001	429.75001	362.75001	384.75001
CAGL0L08118g	8468.75001	8904.75001	4815.25001	6404.50001
CAGL0A00803g	332.75001	311.25001	374.50001	394.75001
CAGL0K10758g	467.12501	463.12501	535.75001	583.75001
CAGL0M08668g	649.25001	668.62501	604.75001	613.75001
CAGL0L11110g	837.75001	836.75001	978.75001	1081.00001
CAGL0J06270g	89.50001	104.00001	150.50001	137.25001
CAGL0L13409r	367.12501	225.75001	37.25001	23.75001
CAGL0G01826g	14042.50001	13989.75001	9340.00001	11321.00001
CAGL0F04257g	1971.12501	2061.25001	1575.25001	1743.87501
CAGL0H04367g	282.25001	341.50001	202.00001	183.00001
CAGL0M02035g	175.87501	194.62501	235.75001	229.25001
CAGL0G00594g	876.75001	865.00001	987.25001	941.00001
CAGL0C05247g	563.75001	622.12501	883.75001	772.25001
CAGL0E03916g	136.00001	128.75001	164.50001	173.75001
CAGL0I04488g	1404.87501	1340.50001	1115.25001	1208.00001
CAGL0A02948g	232.25001	220.00001	310.00001	279.00001
CAGL0H01639g	140.50001	174.62501	229.25001	225.75001
CAGL0C01507g	297.25001	307.87501	370.62501	347.00001
CAGL0I00682g	147.00001	162.50001	231.00001	205.00001
CAGL0D02486g	402.50001	469.50001	578.25001	558.50001
CAGL0G06116g	172.50001	165.12501	216.50001	203.00001
CAGL0K09790g	1086.75001	1130.62501	1799.00001	1507.50001
CAGL0G06292g	138.37501	133.75001	166.50001	167.00001
CAGL0J10472g	241.00001	234.75001	280.87501	305.50001
CAGL0L02167g	46.62501	34.75001	94.50001	79.25001
CAGL0F01199g	738.25001	682.50001	1531.00001	1184.12501
CAGL0M03179g	505.25001	610.25001	845.00001	1018.25001
CAGL0I01012g	95.50001	79.50001	127.62501	135.75001
CAGL0I00286g	100.50001	78.00001	40.25001	30.00001
