genesymbol4	S37	S38	S1	S2
CAGL0H03619g	6.66927960508179	7.05909891333858	5.00313778573468	5.63207612377476
CAGL0L05434g	7.71122113579861	8.10578421708447	3.94950020492822	5.44795334359385
CAGL0M07693r	0.342974184128525	0.387418356549238	2.08103178608419	1.41479682228955
CAGL0F02948r	0.200555063358326	0.901521258764643	2.21617490510117	1.95795525598082
CAGL0A02002g	2.90076846747151	2.15184633972622	0.403364842729739	0.9293494563109
CAGL0L00205g	1.07242613241283	-0.65274326471448	4.0969055148934	3.59843680400583
CAGL0G02849g	5.30526492957173	5.28314326754776	3.06800150708738	3.95089221568784
CAGL0H07469g	1.61201903797082	0.901521258764643	-0.140685762125941	-0.255166609434627
CAGL0C00275g	7.44911200839619	7.03095812384235	6.10084680645057	6.37169972287543
CAGL0H08173g	7.63970842037112	6.53619984522098	4.94594336643102	4.49987822113716
CAGL0D05082g	7.41020250513901	7.1369305489454	5.52971830296389	6.19395590186
CAGL0F05137g	3.49614873326956	3.04471819936132	1.57753451241987	0.533398078851324
CAGL0C05401g	-3.7162330380728	-3.7162330380728	-1.02448211114575	-2.13007149558218
CAGL0F00132g	-3.7162330380728	-3.7162330380728	-1.02448211114575	-2.13007149558218
CAGL0K12067r	-3.7162330380728	-3.7162330380728	-1.02448211114575	-2.13007149558218
CAGL0F08107g	9.17128933833759	9.40011286296227	7.83143845956003	8.39441586127366
CAGL0K07458g	5.61703164769351	5.94134915749649	4.49269587323196	4.94019672037923
CAGL0G02101g	9.4248130981613	9.13145614824668	7.64636170098709	8.27176229533747
