genes	wtvswt.20min	wtvswt.30min	wtvswt.45min	wtvswt.60min	wtvswt.90min	wtvswt.120min	wtvswt.150min	wtvswt.180min	wtvswt.240min	AveExpr	F	P.Value	adj.P.Val
CAGL0A01243g	4.42861712786086	4.83289451619603	5.12262422103705	5.12000705447664	5.15948145107214	5.22455485129674	5.55450545528429	5.71390055903943	5.58524670840247	11.909755490565	474.792013394321	7.17495612020859e-13	3.7560895289292e-09
CAGL0G08734g	-1.11240769811851	-2.39473699136775	-4.12352297307929	-5.01077436277261	-5.4847404943641	-5.48494427256363	-4.84586628559022	-4.88720625760345	-4.46733351106148	5.66007815966158	288.6381632522	1.07327676475215e-11	1.80776399772285e-08
CAGL0A01650g	3.00513225653807	4.07996720730497	4.50270161103188	4.56743347912493	4.79139804777143	5.01205228058388	5.00349483502345	5.09930025923707	5.05188407511842	9.33876377318342	279.033878064511	1.28966989788472e-11	1.80776399772285e-08
CAGL0H08844g	2.81463202021368	4.40359803746416	4.98764813074121	4.99333813425921	4.90187247845622	4.94288879277502	4.96207056282656	5.14658908852453	4.92236342261943	9.2749356278634	269.081385821281	1.57060791035696e-11	1.80776399772285e-08
CAGL0M06303g	-1.17919055086873	-2.83807020932568	-4.34363674047165	-4.00914802018079	-3.66041953158332	-3.24457257499295	-3.16782125371105	-3.30423804438103	-2.98527282619343	7.41350069272065	264.425226852864	1.72661317834083e-11	1.80776399772285e-08
CAGL0B02475g	8.72969036903335	8.97124724571875	9.35836680485852	9.38362191081132	9.64646537309863	9.64131318204317	10.18162938111	10.351477591675	10.2507153536394	11.722952920196	247.406632735686	2.47679777198095e-11	2.16100605605338e-08
CAGL0L11066g	-0.0439972081647042	-0.46080404573611	-1.0297622678367	-1.19438662820365	-1.8438979893053	-1.80406696568491	-2.07663965711258	-1.9941396082716	-1.69021543232899	6.68212441775702	220.418797490191	4.6319293419207e-11	2.8010974917152e-08
CAGL0D02090g	-1.56690201890862	-3.21963508599725	-5.08410699763818	-5.2865677000194	-4.84582680340297	-4.64434269827139	-4.39543951805235	-4.29650991076392	-4.21439824370341	8.11417705430921	218.051151281689	4.91098882386095e-11	2.8010974917152e-08
CAGL0K07546g	8.57585857059262	9.77057144507666	10.3077838852269	10.1963882275306	10.0825665867807	10.11287791233	10.0577069214631	10.0665683278181	10.1910221786312	10.957941412174	213.420598486659	5.51644674812978e-11	2.8010974917152e-08
CAGL0F05071g	1.49478582120914	2.676097934917	3.49806255895641	3.78486132256406	3.93344433710052	4.00792012474281	4.01160044089981	4.0736215395909	3.9138471646272	6.97216297651794	209.442044663755	6.10823438470774e-11	2.8010974917152e-08
CAGL0G06952g	2.12604645538144	2.60256529718022	2.71342168113267	2.77527903270468	2.73914963566941	2.70922497404417	2.69136075378951	2.63139899057398	2.58147415091485	9.42481913338426	207.092562863551	6.49297357008105e-11	2.8010974917152e-08
