genesymbol	wtvswt.20min	wtvswt.30min	wtvswt.45min	wtvswt.60min	wtvswt.90min	wtvswt.120min	wtvswt.150min	wtvswt.180min	wtvswt.240min	AveExpr	F	P.Value	adj.P.Val
CAGL0A01243g	4.42637651117692	4.83026271538707	5.12177885625632	5.11996289072682	5.15854754881697	5.22530812827782	5.55356849417707	5.71403726478107	5.58430847365547	11.909706760598	690.147654405486	8.88813850295216e-12	2.45327909022947e-08
CAGL0F08261g	1.29188729035242	4.23216367362024	6.8801051644189	7.22877547388992	7.4204889765517	7.29442811762917	7.11876086405637	6.72782864303395	6.46866199134588	7.29769393373498	624.13013217815	1.40174297177869e-11	2.45327909022947e-08
CAGL0G02563g	0.810508574911773	3.38578085369889	5.6933783063644	6.35895319724483	7.28895217223012	7.83093428564766	7.81104730939821	7.56110044192385	7.73689194319227	3.8236169928252	603.065464437287	1.63763836175869e-11	2.45327909022947e-08
CAGL0F05071g	1.50303653700938	2.67657636244364	3.4994487067567	3.78474731658655	3.93444457988877	4.01549939670988	4.01254172863876	4.07704429635945	3.91475313485127	6.97149328620044	585.345380079862	1.87452079482672e-11	2.45327909022947e-08
CAGL0G05269g	3.53098185705895	6.8162677299169	8.44435573860407	8.6683754034835	9.11638128128144	9.08940517138208	9.07715715419121	9.4603146661321	9.16809533445521	7.24372590531215	531.32794959249	2.90626437436827e-11	2.9986388681971e-08
CAGL0G06050g	9.62748982261518	9.68412252806187	10.0333872267443	9.91452272603357	10.2374521507099	10.2872767892773	10.7577377560659	11.0951612491528	10.975852377277	7.77283818243811	512.012076510303	3.43683537902247e-11	2.9986388681971e-08
CAGL0A01650g	3.00496567019288	4.07215747300314	4.49751430760251	4.55844348962001	4.78310091599083	5.01212637366368	4.99518378439712	5.09065179327628	5.04356537115023	9.3385542249989	476.982175286424	4.7369807961864e-11	3.40243145495463e-08
CAGL0K07546g	8.61302546159395	9.8138569995227	10.3572928548682	10.2409877048271	10.128137249189	10.1656057642651	10.1032751318687	10.1069600577411	10.2365882426514	10.9560755763681	467.265509467355	5.1995132071895e-11	3.40243145495463e-08
CAGL0B02475g	8.75758323874854	8.99462625334684	9.37780928272054	9.40866299818463	9.66856366898394	9.63715169181929	10.2037252295755	10.3790546729156	10.2728103271995	11.7221299034515	450.372714149865	6.14248142479798e-11	3.57287669542416e-08
CAGL0K11275g	1.21652856605294	2.36065120793926	3.08666091757388	3.26803874171846	3.56369022493203	3.64580895499766	3.58333100000023	3.6300537024124	3.36139685401946	7.18963952034868	424.820385571213	8.00088787953482e-11	4.18846480493648e-08
CAGL0G08734g	-1.11772087426083	-2.39706262215775	-4.12809829071322	-5.00680451502525	-5.4850997971286	-5.47290386018242	-4.84777299627393	-4.86003608035533	-4.46984069287599	5.66025026002372	396.901243465599	1.0881981927249e-10	5.17883412628623e-08
CAGL0H08844g	2.81688730593893	4.40501013865928	4.98512474812541	4.99327636837496	4.90332589421751	4.94096951224871	4.96351130661571	5.15635227373921	4.92379589696101	9.27469390869057	375.352044009965	1.40076456118941e-10	6.11083539818881e-08
CAGL0C05027g	3.27061925834964	5.74542255538663	6.29963178178367	6.51078787940973	6.5338584948832	6.30719003116319	6.56885216492956	6.82420062767213	6.39827061339668	7.15898143172217	355.486724436374	1.79124399031074e-10	7.21320176098208e-08
CAGL0J04884g	1.30164771471489	3.53625984521685	5.03487772227912	5.47316542279393	6.01206903716374	6.25100324095851	6.14300637609288	6.0698935370073	6.13676348567226	6.82683101022246	326.342573467945	2.63688838039701e-10	9.86007905098454e-08
CAGL0G02717g	3.40394931426152	4.8435564225539	5.05678561510285	5.01300781008481	4.82567383255091	5.11660525881767	5.33241609358768	5.45514245267101	5.37475267511443	6.90017444643789	319.377071444765	2.90695389376497e-10	1.01452690892398e-07
CAGL0L04378g	3.76057281343449	4.98404617541991	5.71333548513956	5.97410864374719	6.05043209601566	6.12299754258532	6.16090643276375	6.24032745288568	5.88848453100713	8.46054625559588	314.776617223868	3.10393924052198e-10	1.01557012025829e-07
CAGL0L02827g	1.66426452168921	2.89969218034128	3.47610755797502	3.52243283734288	3.79306604275115	3.84746438999549	3.8905602809479	3.8031539233401	3.69667317492726	7.41491254051882	304.895964915812	3.58506034318487e-10	1.04387100329596e-07
CAGL0H08888g	1.91313173808853	3.42605693865065	4.06258541169969	4.11764874312552	4.59069120229878	4.75563658774832	5.04928463914924	4.95045827551782	4.92695255283024	6.88372085226121	302.629054102774	3.70799624820841e-10	1.04387100329596e-07
CAGL0E04708g	0.917497767576084	1.7180026233577	2.38027297356521	2.57223272937178	2.68806305729669	2.90761709072506	2.77587634514714	2.9537152556919	2.76385921158374	6.04048131047423	301.191172066545	3.788643564971e-10	1.04387100329596e-07
